id,firstName,lastName,secondName,dateOfBirth,dateOfDeath,placeOfBirth,placeOfBirthName,placeOfDeath,placeOfDeathName,travel,burialPlace,burialDate,testament,actTestament,dateBaptism,religion,gender,stcn,orphanage,education,posUniversity,miscellaneous,profStart,profEnd,father,fatherName,mother,motherName
RD1108,'Daniel','Roels',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','075565722',NULL,NULL,NULL,NULL,'1614','1626','P2911',NULL,'P2912',NULL
RRJ1109,'Roelants','Roels Roelofs','Jacob',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1624','51','P2913',NULL,'P2914',NULL
RN1110,'Nicolaes','Rosa Rose',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1646','1661','P2915',NULL,'P2916',NULL
RA1111,'Adryaen','Rosenboom',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','075557452',NULL,NULL,NULL,NULL,'1649',NULL,'P2918',NULL,'P2919',NULL
RWV1112,'Wouter','Rosenburg Rosenburch','van',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1670','1672','P2920',NULL,'P2921',NULL
RBV1113,'Bartholomeus','Rosendael','van',NULL,NULL,'PLACE6','amsterdam',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1682',NULL,'P2923',NULL,'P2924',NULL
RA1114,'Adrianus','Rosmuller',NULL,'1764',NULL,'PLACE87','den haag',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1794',NULL,'P2926',NULL,'P2927',NULL
RAD1115,'Anthonis','Routier Rottier','de',NULL,NULL,'PLACE66','valenciennes',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1617','1618','P2928',NULL,'P2929',NULL
RED1116,'Elias','Roy','de','1635',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1657',NULL,'P2932',NULL,'P2933',NULL
RA1117,'Abraham','Royer',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1693',NULL,'P2934',NULL,'P2935',NULL
RA1118,'Adam','Royer',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','075557541',NULL,NULL,NULL,NULL,'1681','1695','P2936',NULL,'P2937',NULL
RCD1119,'Christoffel','Ruelle','de la',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1662',NULL,'P2939',NULL,'P2940',NULL
RP1120,'Pieter','Rutgers',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1645',NULL,'P2941',NULL,'P2942',NULL
RJ1121,'Johannes','Ruytenbeek',NULL,NULL,NULL,'PLACE38','rotterdam',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1796',NULL,'P2943',NULL,'P2944',NULL
SDD1122,'Daniel','Saar','du','1822',NULL,'PLACE92',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1786','1822','P2946',NULL,'P2947',NULL
SPD1123,'Pieter','Saar','du',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1755',NULL,'P2949',NULL,'P2950',NULL
SAD1124,'Anthony','Sabel','de les',NULL,NULL,'PLACE72','goes',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1697',NULL,'P2952',NULL,'P2953',NULL
VL1125,'Lodewijk','van der Saen',NULL,NULL,NULL,'PLACE73','hongarije',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1686','1687','P2955',NULL,'P2956',NULL
SPD1126,'Pierre','Saint Andr? Sanctandraeus','de','1624',NULL,'PLACE170',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1599','1600','P2957',NULL,'P2958',NULL
SC1127,'Claes','Salet',NULL,'1604',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1622',NULL,'P2959',NULL,'P2960',NULL
SJV1128,'Johannes','Sambix','van','1660',NULL,'PLACE171',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1643','1664','P2961',NULL,'P2962',NULL
SJL1129,'Jean','Sambix','le Jeune',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1665','1699','P2966',NULL,'P2967',NULL
SA1131,'Abraham','Sandyck',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1779',NULL,'P2970',NULL,'P2971',NULL
SA1132,'Aernout','Santvlught',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1677',NULL,'P2972',NULL,'P2973',NULL
SG1133,'Gerrit','Scattenberg Schattenberg',NULL,'1639',NULL,'PLACE172',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1639','1656','P2974',NULL,'P2975',NULL
SJ1134,'Jean','Scerbotteur',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','075558076',NULL,NULL,NULL,NULL,'1667',NULL,'P2977',NULL,'P2978',NULL
VC1135,'Cornelis','van der Schaaf',NULL,'1756',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1787','1790','P2979',NULL,'P2980',NULL
SNT1136,'Nicolaas','Schaap','Tames',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1804',NULL,'P2982',NULL,'P2983',NULL
SCL1137,'Cornelis','Schagen','Lambertsz','1670',NULL,'PLACE157',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1651',NULL,'P2984',NULL,'P2985',NULL
SLD1138,'Lambert','Schagen','Dircx van','1649',NULL,'PLACE157',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1630','1639','P2988',NULL,'P2989',NULL
SAV1139,'Abraham','Schaick','van',NULL,NULL,'PLACE3','utrecht',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1663',NULL,'P2990',NULL,'P2991',NULL
SM1140,'Matthijs','Schamper',NULL,'1840',NULL,'PLACE156',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,'1780',NULL,'P2993',NULL,'P2994',NULL
SM1141,'Maerten','Schepers',NULL,'1625',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1660',NULL,'P2996',NULL,'P2997',NULL
SH1142,'Hans','Schopp',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1645',NULL,'P2998',NULL,'P2999',NULL
SA1143,'Andreas','Schotte',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1606',NULL,'P3001',NULL,'P3002',NULL
SCM1144,'Cornelis','Schie','Maertensz van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1647',NULL,'P3003',NULL,'P3004',NULL
S1145,NULL,'Schoup (Schuppens',NULL,NULL,NULL,'PLACE173',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3005',NULL,'P3006',NULL
SA1146,'Adam','Schouten',NULL,'1687',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','137047886',NULL,NULL,NULL,NULL,'1704','1742','P3007',NULL,'P3008',NULL
SA1147,'Anthony','Schouten',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','075558580',NULL,NULL,NULL,NULL,'1688',NULL,'P3010',NULL,'P3011',NULL
SFS1148,'Floris','Schouten','Simonsz',NULL,NULL,'PLACE8','delft',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1650','1659','P3014',NULL,'P3015',NULL
SF1149,'Floris','Schouten',NULL,'11',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','137047959',NULL,NULL,NULL,NULL,'1714','1732','P3022',NULL,'P3023',NULL
SKA1150,'Karel','Schouten','Adamszoon','1717',NULL,'PLACE171',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1741','1762','P3026',NULL,'P3027',NULL
SNC1151,'Nicolaas','Schouten','Claes Simonsz','1671',NULL,'PLACE157',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3028',NULL,'P3029',NULL
SSB1152,'Sebastiaan','Schouten','Bastiaan Florisz','1694',NULL,'PLACE92',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1675','1694','P3032',NULL,'P3033',NULL
SSC1153,'Simon','Schouten','Claesz','1644',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1670','1694','P3035',NULL,'P3036',NULL
S1154,NULL,'Schoutenus',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3038',NULL,'P3039',NULL
SA1155,'Abraham','Schreuder',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Luthers','M',NULL,NULL,NULL,NULL,NULL,'1678','1711','P3040',NULL,'P3041',NULL
SJ1156,'J','Schreuder',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1808','1830','P3046',NULL,'P3047',NULL
SG1157,'Grietje','Schut-Haag',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'F',NULL,NULL,NULL,NULL,NULL,'1766','1780','P3048',NULL,'P3049',NULL
SP1158,'Pieter','Schut',NULL,'1600',NULL,'PLACE37','gorkum',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1627',NULL,'P3050',NULL,'P3051',NULL
SJV1159,'Johannes','Schuylenburgh','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1671','1674','P3052',NULL,'P3053',NULL
SM1160,'Matthijs','Sebastiaenszen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','075558823',NULL,NULL,NULL,NULL,'1651',NULL,'P3055',NULL,'P3056',NULL
SJ1161,'Johannes','Sebbel',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1741',NULL,'P3057',NULL,'P3058',NULL
SI1162,'Izak','Seloos',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1726',NULL,'P3059',NULL,'P3060',NULL
ST1163,'Thomas','Serpieters Sirpieter',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1628','1633','P3061',NULL,'P3062',NULL
SA1164,'Adriaan','Severinus van Adelshoorn',NULL,'1678',NULL,'PLACE129',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1670','1678','P3064',NULL,'P3065',NULL
SD1165,'David','Severinus van Adelshoorn',NULL,NULL,NULL,'PLACE74','oostwoud',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1695','1699','P3067',NULL,'P3068',NULL
SI1166,'Isaac','Severinus',NULL,'1743',NULL,'PLACE1','leiden',NULL,NULL,NULL,'begr. PK 23-4',NULL,NULL,NULL,NULL,NULL,'M','075558963',NULL,NULL,NULL,NULL,'1693','1740','P3070',NULL,'P3071',NULL
SHV1168,'Hendrik','Seyt','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1708',NULL,'P3075',NULL,'P3076',NULL
SHC1169,'Hans','Sichem','Christoffel van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1603',NULL,'P3077',NULL,'P3078',NULL
SA1171,'Angelus','Silvius',NULL,NULL,NULL,'PLACE75','hoge zwaluwe',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1707','1723','P3081',NULL,'P3082',NULL
SC1172,'Carel','Silvius',NULL,'1619',NULL,'PLACE174',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1580','1582','P3085',NULL,'P3086',NULL
SW1173,'Willem','Silvius Sylvius',NULL,'1580',NULL,'PLACE174',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1578','1580','P3087',NULL,'P3088',NULL
SJE1174,'Johannes','Simmer','Erich',NULL,NULL,'PLACE76','oldenburg',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Luthers','M',NULL,NULL,NULL,NULL,NULL,'1663',NULL,'P3089',NULL,'P3090',NULL
SC1176,'Claes','Simonsz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1642',NULL,'P3093',NULL,'P3094',NULL
SC1177,'Cornelis','Simonsz Symonsz; genaamd de Swart',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1581','1610','P3096',NULL,'P3097',NULL
SG1178,'Guiliaem','Simontsz',NULL,NULL,NULL,'PLACE10','antwerpen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1641',NULL,'P3099',NULL,'P3100',NULL
SC1179,'Christiaan','Sirjacob',NULL,'1607',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1623',NULL,'P3102',NULL,'P3103',NULL
SCP1181,'Claes','Slingelandt','Ponsz van',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1619',NULL,'P3106',NULL,'P3107',NULL
SI1182,'Isaack','Sloots',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1711',NULL,'P3109',NULL,'P3110',NULL
VW1183,'Wouter','van der Sluys',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1687',NULL,'P3112',NULL,'P3113',NULL
SAP1184,'Adriaen','Smaling','Pietersz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1581',NULL,'P3115',NULL,'P3116',NULL
SAH1185,'Adam','Smesmans Smetsmans','Hendricksz',NULL,NULL,'PLACE10','antwerpen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1587','1599','P3117',NULL,'P3118',NULL
SJD1186,'Jacob','Smeth Smet','de',NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1629','1651','P3119',NULL,'P3120',NULL
SJM1187,'Jan','Smeth','Michielsz',NULL,NULL,'PLACE77','straatsburg',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1649',NULL,'P3125',NULL,'P3126',NULL
SC1188,'Coenraad','Smit',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1715',NULL,'P3129',NULL,'P3130',NULL
STJ1189,'Thomas','Smit','Jansz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1677',NULL,'P3131',NULL,'P3132',NULL
SZC1190,'Zacharias','Smidt Smith','Claesz de','1588',NULL,'PLACE27','gent',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1611','1648','P3134',NULL,'P3135',NULL
SW1191,'Willem','Smith',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1626',NULL,'P3138',NULL,'P3139',NULL
SK1192,'Krijn','Smits',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1662',NULL,'P3140',NULL,'P3141',NULL
S1193,NULL,'Snarenburg (Snarenberg',NULL,NULL,NULL,'PLACE78','snarenberg',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3142',NULL,'P3143',NULL
VA1194,'A','van der Snoeck',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1796',NULL,'P3144',NULL,'P3145',NULL
M1195,NULL,'Mogelijk Adrianus van der Snoeck',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3146',NULL,'P3147',NULL
SJ1196,'Johan','Snoudom',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1625',NULL,'P3148',NULL,'P3149',NULL
SL1197,'Leib','Soesmans',NULL,NULL,NULL,'PLACE175',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3151',NULL,'P3152',NULL
SSJ1198,'Schoet','Soict Schodt','Jacques',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1655','1663','P3153',NULL,'P3154',NULL
SJJ1199,'Johannes','Sol','Jansz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1616','1617','P3155',NULL,'P3156',NULL
SSL1200,'Salomon','Someren','Lowysz van',NULL,NULL,'PLACE8','delft',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1648',NULL,'P3158',NULL,'P3159',NULL
SJP1201,'Jan','Sommer','Pieter',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1794',NULL,'P3161',NULL,'P3162',NULL
SFE1202,'Frans','Sonderdanck','Evertsz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3163',NULL,'P3164',NULL
SFV1203,'Floris','Sonneveld','van',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1628',NULL,'P3165',NULL,'P3166',NULL
SH1204,'Hassebout','Souter',NULL,NULL,NULL,'PLACE176',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3167',NULL,'P3168',NULL
SD1205,'Dominicus','Spiering',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1789','1792','P3173',NULL,'P3174',NULL
VJ1207,'Jacobus','van der Spijk',NULL,'1799',NULL,NULL,NULL,NULL,NULL,NULL,'begr. buiten Leiden',NULL,NULL,NULL,NULL,'Waals','M',NULL,NULL,NULL,NULL,NULL,'1761','1792','P3177',NULL,'P3178',NULL
VL1208,'Lucas','van der Spijk',NULL,'1766',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1791','1793','P3180',NULL,'P3181',NULL
SA1209,'Andries','Spoor',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3182',NULL,'P3183',NULL
SH1210,'Hans','Spoor',NULL,NULL,NULL,'PLACE10','antwerpen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1604',NULL,'P3184',NULL,'P3185',NULL
VDG1211,'Dingeman','van der Spoor','Goossensz',NULL,NULL,'PLACE5','gouda',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1638','1640','P3187',NULL,'P3188',NULL
SA1212,'Abraham','Spranckhuysen',NULL,NULL,NULL,'PLACE8','delft',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','075559870',NULL,NULL,NULL,NULL,'1657',NULL,'P3190',NULL,'P3191',NULL
SG1213,'G','Standt',NULL,NULL,NULL,'PLACE177',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3192',NULL,'P3193',NULL
G1214,NULL,'Gilde: Contribuant (AB 83c',NULL,NULL,NULL,'PLACE178',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3194',NULL,'P3195',NULL
SS1215,'Sabine','Staresmore',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3196',NULL,'P3197',NULL
SI1216,'Ioannes','Startorius',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1613',NULL,'P3198',NULL,'P3199',NULL
SJ1218,'Jan','Steenhagen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1723',NULL,'P3202',NULL,'P3203',NULL
SA1219,'Anthonie','Steenman',NULL,NULL,NULL,'PLACE179',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3204',NULL,'P3205',NULL
VH1220,'Hermanus','van der Steenweg',NULL,NULL,NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1732',NULL,'P3207',NULL,'P3208',NULL
VJ1221,'Johannes','van der Steenweg',NULL,'1739',NULL,'PLACE1','leiden',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1763',NULL,'P3210',NULL,'P3211',NULL
SCC1222,'Claes','Sterck','Claesz',NULL,NULL,'PLACE10','antwerpen',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1599','1626','P3213',NULL,'P3214',NULL
S1223,NULL,'Sterre (Starre',NULL,NULL,NULL,'PLACE180',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Katholiek of Oud-Katholiek','M',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'P3216',NULL,'P3217',NULL
SD1224,'Daniel','Steucker',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M','226731081',NULL,NULL,NULL,NULL,'1661',NULL,'P3219',NULL,'P3220',NULL
VSC1225,'Simon','van der Steyger','Cornelisz',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'M',NULL,NULL,NULL,NULL,NULL,'1663','1664','P3221',NULL,'P3222',NULL
